x,y,part.a,part.b,dist,soil,ffreq
180980.0,333380.0,1.0,0.0,0.0593662,1,1
181020.0,333380.0,1.0,0.0,0.0921516,1,1
181060.0,333380.0,1.0,0.0,0.119308,1,1
181100.0,333380.0,1.0,0.0,0.146576,2,1
181140.0,333380.0,1.0,0.0,0.168339,2,1
181180.0,333380.0,1.0,0.0,0.190094,2,1
181220.0,333380.0,1.0,0.0,0.211846,2,1
181260.0,333380.0,1.0,0.0,0.233596,2,1
181300.0,333380.0,1.0,0.0,0.266209,2,1
181340.0,333380.0,1.0,0.0,0.27709,2,1
181380.0,333380.0,1.0,0.0,0.298835,2,1
181420.0,333380.0,1.0,0.0,0.326079,2,1
180860.0,333340.0,1.0,0.0,0.0,1,1
180900.0,333340.0,1.0,0.0,0.0264645,1,1
180940.0,333340.0,1.0,0.0,0.0537889,1,1
180980.0,333340.0,1.0,0.0,0.081222,1,1
181020.0,333340.0,1.0,0.0,0.103029,1,1
181060.0,333340.0,1.0,0.0,0.1357,1,1
181100.0,333340.0,1.0,0.0,0.162853,2,1
181140.0,333340.0,1.0,0.0,0.190091,2,1
181180.0,333340.0,1.0,0.0,0.211846,2,1
181220.0,333340.0,1.0,0.0,0.233596,2,1
181260.0,333340.0,1.0,0.0,0.255343,2,1
181300.0,333340.0,1.0,0.0,0.27709,2,1
181340.0,333340.0,1.0,0.0,0.309699,2,1
181380.0,333340.0,1.0,0.0,0.32058,2,1
181420.0,333340.0,1.0,0.0,0.342324,2,1
180820.0,333300.0,1.0,0.0,0.0,1,1
180860.0,333300.0,1.0,0.0,0.0054321,1,1
180900.0,333300.0,1.0,0.0,0.0373369,1,1
180940.0,333300.0,1.0,0.0,0.0703468,1,1
180980.0,333300.0,1.0,0.0,0.0975136,1,1
181020.0,333300.0,1.0,0.0,0.124808,1,1
181060.0,333300.0,1.0,0.0,0.14657800000000001,1,1
181100.0,333300.0,1.0,0.0,0.179216,1,1
181140.0,333300.0,1.0,0.0,0.20637,2,1
181180.0,333300.0,1.0,0.0,0.233593,2,1
181220.0,333300.0,1.0,0.0,0.255343,2,1
181260.0,333300.0,1.0,0.0,0.27709,2,1
181300.0,333300.0,1.0,0.0,0.298835,2,1
181340.0,333300.0,1.0,0.0,0.32058,2,1
181380.0,333300.0,1.0,0.0,0.353186,2,1
181420.0,333300.0,1.0,0.0,0.364067,2,1
181460.0,333300.0,1.0,0.0,0.380356,2,2
180820.0,333260.0,1.0,0.0,0.0,1,1
180860.0,333260.0,1.0,0.0,0.0264645,1,1
180900.0,333260.0,1.0,0.0,0.0537889,1,1
180940.0,333260.0,1.0,0.0,0.081222,1,1
180980.0,333260.0,1.0,0.0,0.113932,1,1
181020.0,333260.0,1.0,0.0,0.141086,1,1
181060.0,333260.0,1.0,0.0,0.168336,1,1
181100.0,333260.0,1.0,0.0,0.190094,2,1
181140.0,333260.0,1.0,0.0,0.222718,2,1
181180.0,333260.0,1.0,0.0,0.249874,2,1
181220.0,333260.0,1.0,0.0,0.27708700000000003,2,1
181260.0,333260.0,1.0,0.0,0.298835,2,1
181300.0,333260.0,1.0,0.0,0.32058,2,1
181340.0,333260.0,1.0,0.0,0.342324,2,1
181380.0,333260.0,1.0,0.0,0.364067,2,1
181420.0,333260.0,1.0,0.0,0.396672,2,2
181460.0,333260.0,1.0,0.0,0.407552,2,2
180780.0,333220.0,1.0,0.0,0.0,1,1
180820.0,333220.0,1.0,0.0,0.0054321,1,1
180860.0,333220.0,1.0,0.0,0.0373369,1,2
180900.0,333220.0,1.0,0.0,0.0703468,1,1
180940.0,333220.0,1.0,0.0,0.0975136,1,1
180980.0,333220.0,1.0,0.0,0.124808,1,1
181020.0,333220.0,1.0,0.0,0.157461,1,1
181060.0,333220.0,1.0,0.0,0.184614,1,1
181100.0,333220.0,1.0,0.0,0.211843,2,1
181140.0,333220.0,1.0,0.0,0.233596,2,1
181180.0,333220.0,1.0,0.0,0.266212,2,1
181220.0,333220.0,1.0,0.0,0.29337,2,1
181260.0,333220.0,1.0,0.0,0.320577,2,1
181300.0,333220.0,1.0,0.0,0.342324,2,1
181340.0,333220.0,1.0,0.0,0.364067,2,1
181380.0,333220.0,1.0,0.0,0.38581,2,1
181420.0,333220.0,1.0,0.0,0.407552,2,2
181460.0,333220.0,1.0,0.0,0.440156,2,2
181500.0,333220.0,1.0,0.0,0.456516,2,2
180780.0,333180.0,1.0,0.0,0.0,1,1
180820.0,333180.0,1.0,0.0,0.0264645,1,1
180860.0,333180.0,1.0,0.0,0.0537889,1,2
180900.0,333180.0,1.0,0.0,0.081222,1,1
180940.0,333180.0,1.0,0.0,0.113932,1,1
180980.0,333180.0,1.0,0.0,0.141086,1,1
181020.0,333180.0,1.0,0.0,0.168336,1,1
181060.0,333180.0,1.0,0.0,0.200968,1,1
181100.0,333180.0,1.0,0.0,0.228123,2,1
181140.0,333180.0,1.0,0.0,0.255341,2,1
181180.0,333180.0,1.0,0.0,0.27709,2,1
181220.0,333180.0,1.0,0.0,0.309702,2,1
181260.0,333180.0,1.0,0.0,0.336861,2,1
181300.0,333180.0,1.0,0.0,0.364064,2,1
181340.0,333180.0,1.0,0.0,0.38581,2,1
181380.0,333180.0,1.0,0.0,0.407552,2,2
181420.0,333180.0,1.0,0.0,0.429295,2,2
181460.0,333180.0,1.0,0.0,0.451037,2,2
181500.0,333180.0,1.0,0.0,0.483639,2,2
181540.0,333180.0,1.0,0.0,0.5,2,2
180780.0,333140.0,1.0,0.0,0.0054321,1,1
180820.0,333140.0,1.0,0.0,0.0373369,1,1
180860.0,333140.0,1.0,0.0,0.0703468,1,2
180900.0,333140.0,1.0,0.0,0.0975136,1,1
180940.0,333140.0,1.0,0.0,0.124808,1,1
180980.0,333140.0,1.0,0.0,0.157461,1,1
181020.0,333140.0,1.0,0.0,0.184614,1,1
181060.0,333140.0,1.0,0.0,0.211843,1,1
181100.0,333140.0,1.0,0.0,0.244466,2,1
181140.0,333140.0,1.0,0.0,0.271622,2,1
181180.0,333140.0,1.0,0.0,0.298832,2,1
181220.0,333140.0,1.0,0.0,0.32058,2,1
181260.0,333140.0,1.0,0.0,0.353189,2,1
181300.0,333140.0,1.0,0.0,0.38035,2,1
181340.0,333140.0,1.0,0.0,0.40755,2,2
181380.0,333140.0,1.0,0.0,0.429295,2,2
181420.0,333140.0,1.0,0.0,0.451037,2,2
181460.0,333140.0,1.0,0.0,0.472778,2,2
181500.0,333140.0,1.0,0.0,0.49452,2,2
181540.0,333140.0,1.0,0.0,0.521728,2,2
180740.0,333100.0,1.0,0.0,0.0,1,1
180780.0,333100.0,1.0,0.0,0.0122243,1,1
180820.0,333100.0,1.0,0.0,0.0537778,1,2
180860.0,333100.0,1.0,0.0,0.0812194,1,2
180900.0,333100.0,1.0,0.0,0.113932,1,2
180940.0,333100.0,1.0,0.0,0.141086,1,1
180980.0,333100.0,1.0,0.0,0.168336,1,2
181020.0,333100.0,1.0,0.0,0.200968,1,2
181060.0,333100.0,1.0,0.0,0.228123,1,1
181100.0,333100.0,1.0,0.0,0.255341,2,1
181140.0,333100.0,1.0,0.0,0.287957,2,1
181180.0,333100.0,1.0,0.0,0.315116,2,1
181220.0,333100.0,1.0,0.0,0.342321,2,1
181260.0,333100.0,1.0,0.0,0.364067,2,1
181300.0,333100.0,1.0,0.0,0.396675,2,1
181340.0,333100.0,1.0,0.0,0.423837,2,2
181380.0,333100.0,1.0,0.0,0.451034,2,2
181420.0,333100.0,1.0,0.0,0.472778,2,2
181460.0,333100.0,1.0,0.0,0.49452,2,2
181500.0,333100.0,1.0,0.0,0.516261,2,2
180700.0,333060.0,1.0,0.0,0.0,1,1
180740.0,333060.0,1.0,0.0,0.0054321,1,1
180780.0,333060.0,1.0,0.0,0.0373369,1,1
180820.0,333060.0,1.0,0.0,0.0593662,1,2
180860.0,333060.0,1.0,0.0,0.0975026,1,2
180900.0,333060.0,1.0,0.0,0.124805,1,2
180940.0,333060.0,1.0,0.0,0.157461,1,2
180980.0,333060.0,1.0,0.0,0.184614,1,2
181020.0,333060.0,1.0,0.0,0.211843,1,2
181060.0,333060.0,1.0,0.0,0.244466,1,1
181100.0,333060.0,1.0,0.0,0.271622,1,1
181140.0,333060.0,1.0,0.0,0.298832,2,1
181180.0,333060.0,1.0,0.0,0.331446,2,1
181220.0,333060.0,1.0,0.0,0.358606,2,1
181260.0,333060.0,1.0,0.0,0.385807,2,3
181300.0,333060.0,1.0,0.0,0.407552,2,3
181340.0,333060.0,1.0,0.0,0.440159,2,1
181380.0,333060.0,1.0,0.0,0.467322,2,2
181420.0,333060.0,1.0,0.0,0.494517,2,2
181460.0,333060.0,1.0,0.0,0.516261,2,2
181500.0,333060.0,1.0,0.0,0.532553,2,2
180700.0,333020.0,1.0,0.0,0.0,1,1
180740.0,333020.0,1.0,0.0,0.0264645,1,1
180780.0,333020.0,1.0,0.0,0.0537889,1,2
180820.0,333020.0,1.0,0.0,0.081222,1,2
180860.0,333020.0,1.0,0.0,0.103029,1,2
180900.0,333020.0,1.0,0.0,0.141075,1,2
180940.0,333020.0,1.0,0.0,0.168333,1,2
180980.0,333020.0,1.0,0.0,0.200968,1,2
181020.0,333020.0,1.0,0.0,0.228123,1,2
181060.0,333020.0,1.0,0.0,0.255341,1,1
181100.0,333020.0,1.0,0.0,0.287957,1,1
181140.0,333020.0,1.0,0.0,0.315116,2,1
181180.0,333020.0,1.0,0.0,0.342321,2,1
181220.0,333020.0,1.0,0.0,0.374932,2,1
181260.0,333020.0,1.0,0.0,0.402094,2,3
181300.0,333020.0,1.0,0.0,0.429292,2,3
181340.0,333020.0,1.0,0.0,0.451037,2,1
181380.0,333020.0,1.0,0.0,0.483642,2,2
181420.0,333020.0,1.0,0.0,0.510806,2,2
181460.0,333020.0,1.0,0.0,0.537999,2,2
180660.0,332980.0,1.0,0.0,0.0,1,1
180700.0,332980.0,1.0,0.0,0.0122243,1,1
180740.0,332980.0,1.0,0.0,0.0373395,1,2
180780.0,332980.0,1.0,0.0,0.0703468,1,2
180820.0,332980.0,1.0,0.0,0.0975136,1,2
180860.0,332980.0,1.0,0.0,0.124808,1,2
180900.0,332980.0,1.0,0.0,0.14657800000000001,1,2
180940.0,332980.0,1.0,0.0,0.184603,1,2
180980.0,332980.0,1.0,0.0,0.211841,1,2
181020.0,332980.0,1.0,0.0,0.244466,1,2
181060.0,332980.0,1.0,0.0,0.271622,1,2
181100.0,332980.0,1.0,0.0,0.298832,2,2
181140.0,332980.0,1.0,0.0,0.331446,2,1
181180.0,332980.0,1.0,0.0,0.358606,2,1
181220.0,332980.0,1.0,0.0,0.385807,2,3
181260.0,332980.0,1.0,0.0,0.418417,2,3
181300.0,332980.0,1.0,0.0,0.44558,2,3
181340.0,332980.0,1.0,0.0,0.472776,2,1
181380.0,332980.0,1.0,0.0,0.49452,2,2
181420.0,332980.0,1.0,0.0,0.527124,2,2
181460.0,332980.0,1.0,0.0,0.543478,2,2
180660.0,332940.0,1.0,0.0,0.0,1,1
180700.0,332940.0,1.0,0.0,0.0316606,1,1
180740.0,332940.0,1.0,0.0,0.059361,1,2
180780.0,332940.0,1.0,0.0,0.0812247,1,2
180820.0,332940.0,1.0,0.0,0.113932,1,2
180860.0,332940.0,1.0,0.0,0.141086,1,2
180900.0,332940.0,1.0,0.0,0.168336,1,2
180940.0,332940.0,1.0,0.0,0.190094,1,2
180980.0,332940.0,1.0,0.0,0.228112,1,2
181020.0,332940.0,1.0,0.0,0.255338,1,2
181060.0,332940.0,1.0,0.0,0.287957,1,2
181100.0,332940.0,1.0,0.0,0.315116,2,2
181140.0,332940.0,1.0,0.0,0.342321,2,2
181180.0,332940.0,1.0,0.0,0.374932,2,2
181220.0,332940.0,1.0,0.0,0.402094,2,3
181260.0,332940.0,1.0,0.0,0.429292,2,3
181300.0,332940.0,1.0,0.0,0.4619,2,3
181340.0,332940.0,1.0,0.0,0.489064,2,1
181380.0,332940.0,1.0,0.0,0.516258,2,2
181420.0,332940.0,1.0,0.0,0.538002,2,2
180620.0,332900.0,1.0,0.0,0.0,1,1
180660.0,332900.0,1.0,0.0,0.0054321,1,1
180700.0,332900.0,1.0,0.0,0.0373369,1,2
180740.0,332900.0,1.0,0.0,0.0756759,1,2
180780.0,332900.0,1.0,0.0,0.103024,1,2
180820.0,332900.0,1.0,0.0,0.12481,1,2
180860.0,332900.0,1.0,0.0,0.157461,1,2
180900.0,332900.0,1.0,0.0,0.184614,1,3
180940.0,332900.0,1.0,0.0,0.211843,1,3
180980.0,332900.0,1.0,0.0,0.233596,1,3
181020.0,332900.0,1.0,0.0,0.271611,1,3
181060.0,332900.0,1.0,0.0,0.29883,2,2
181100.0,332900.0,1.0,0.0,0.331446,2,2
181140.0,332900.0,1.0,0.0,0.358606,2,1
181180.0,332900.0,1.0,0.0,0.385807,2,3
181220.0,332900.0,1.0,0.0,0.418417,2,3
181260.0,332900.0,1.0,0.0,0.44558,2,3
181300.0,332900.0,1.0,0.0,0.472776,2,3
181340.0,332900.0,1.0,0.0,0.505383,2,3
181380.0,332900.0,1.0,0.0,0.532548,2,3
181420.0,332900.0,1.0,0.0,0.554289,2,2
180620.0,332860.0,1.0,0.0,0.0,1,1
180660.0,332860.0,1.0,0.0,0.0264645,1,1
180700.0,332860.0,1.0,0.0,0.0537889,1,2
180740.0,332860.0,1.0,0.0,0.081222,1,2
180780.0,332860.0,1.0,0.0,0.119297,1,2
180820.0,332860.0,1.0,0.0,0.146573,1,2
180860.0,332860.0,1.0,0.0,0.168339,1,2
180900.0,332860.0,1.0,0.0,0.200968,1,3
180940.0,332860.0,1.0,0.0,0.228123,1,3
180980.0,332860.0,1.0,0.0,0.255341,1,3
181020.0,332860.0,1.0,0.0,0.27709,1,3
181060.0,332860.0,1.0,0.0,0.315105,2,3
181100.0,332860.0,1.0,0.0,0.342318,2,2
181140.0,332860.0,1.0,0.0,0.374932,2,1
181180.0,332860.0,1.0,0.0,0.402094,2,3
181220.0,332860.0,1.0,0.0,0.429292,2,3
181260.0,332860.0,1.0,0.0,0.4619,2,3
181300.0,332860.0,1.0,0.0,0.489064,2,3
181340.0,332860.0,1.0,0.0,0.516258,2,3
181380.0,332860.0,1.0,0.0,0.548865,2,3
180620.0,332820.0,1.0,0.0,0.00135803,1,1
180660.0,332820.0,1.0,0.0,0.0316663,1,2
180700.0,332820.0,1.0,0.0,0.0703387,1,2
180740.0,332820.0,1.0,0.0,0.0975136,1,2
180780.0,332820.0,1.0,0.0,0.124808,1,2
180820.0,332820.0,1.0,0.0,0.162842,1,2
180860.0,332820.0,1.0,0.0,0.190089,1,2
180900.0,332820.0,1.0,0.0,0.211846,1,2
180940.0,332820.0,1.0,0.0,0.244466,1,2
180980.0,332820.0,1.0,0.0,0.271622,1,2
181020.0,332820.0,1.0,0.0,0.298832,2,1
181060.0,332820.0,1.0,0.0,0.32058,2,3
181100.0,332820.0,1.0,0.0,0.358595,2,3
181140.0,332820.0,1.0,0.0,0.385804,2,3
181180.0,332820.0,1.0,0.0,0.418417,2,1
181220.0,332820.0,1.0,0.0,0.44558,2,3
181260.0,332820.0,1.0,0.0,0.472776,2,3
181300.0,332820.0,1.0,0.0,0.505383,2,3
181340.0,332820.0,1.0,0.0,0.532548,2,3
181380.0,332820.0,1.0,0.0,0.554289,2,2
180580.0,332780.0,1.0,0.0,0.0,1,1
180620.0,332780.0,1.0,0.0,0.0054321,1,1
180660.0,332780.0,1.0,0.0,0.0484831,1,2
180700.0,332780.0,1.0,0.0,0.0756869,1,1
180740.0,332780.0,1.0,0.0,0.113924,1,2
180780.0,332780.0,1.0,0.0,0.141086,1,2
180820.0,332780.0,1.0,0.0,0.168336,2,2
180860.0,332780.0,1.0,0.0,0.206359,2,2
180900.0,332780.0,1.0,0.0,0.23359,2,1
180940.0,332780.0,1.0,0.0,0.255343,2,1
180980.0,332780.0,1.0,0.0,0.287957,2,1
181020.0,332780.0,1.0,0.0,0.315116,2,1
181060.0,332780.0,1.0,0.0,0.342321,2,3
181100.0,332780.0,1.0,0.0,0.364067,2,3
181140.0,332780.0,1.0,0.0,0.402083,2,3
181180.0,332780.0,1.0,0.0,0.429289,2,1
181220.0,332780.0,1.0,0.0,0.4619,2,3
181260.0,332780.0,1.0,0.0,0.489064,2,3
181300.0,332780.0,1.0,0.0,0.516258,2,3
181340.0,332780.0,1.0,0.0,0.548865,2,3
180580.0,332740.0,1.0,0.0,0.0,1,2
180620.0,332740.0,1.0,0.0,0.0264645,1,1
180660.0,332740.0,1.0,0.0,0.0537889,1,1
180700.0,332740.0,1.0,0.0,0.0921435,1,1
180740.0,332740.0,1.0,0.0,0.119308,1,2
180780.0,332740.0,1.0,0.0,0.157453,1,2
180820.0,332740.0,1.0,0.0,0.184614,1,2
180860.0,332740.0,1.0,0.0,0.211843,2,1
180900.0,332740.0,1.0,0.0,0.249863,2,1
180940.0,332740.0,1.0,0.0,0.277084,2,1
180980.0,332740.0,1.0,0.0,0.298835,2,1
181020.0,332740.0,1.0,0.0,0.331446,2,3
181060.0,332740.0,1.0,0.0,0.358606,2,3
181100.0,332740.0,1.0,0.0,0.385807,2,3
181140.0,332740.0,1.0,0.0,0.407552,2,3
181180.0,332740.0,1.0,0.0,0.445569,2,1
181220.0,332740.0,1.0,0.0,0.472773,2,3
181260.0,332740.0,1.0,0.0,0.505383,2,3
181300.0,332740.0,1.0,0.0,0.532548,2,3
181340.0,332740.0,1.0,0.0,0.554289,2,2
180540.0,332700.0,1.0,0.0,0.0,1,1
180580.0,332700.0,1.0,0.0,0.0054321,1,1
180620.0,332700.0,1.0,0.0,0.0373369,1,1
180660.0,332700.0,1.0,0.0,0.0703468,1,1
180700.0,332700.0,1.0,0.0,0.0975136,1,1
180740.0,332700.0,1.0,0.0,0.135692,1,1
180780.0,332700.0,1.0,0.0,0.162853,1,1
180820.0,332700.0,1.0,0.0,0.20096,1,1
180860.0,332700.0,1.0,0.0,0.228123,2,1
180900.0,332700.0,1.0,0.0,0.255341,2,2
180940.0,332700.0,1.0,0.0,0.293359,2,1
180980.0,332700.0,1.0,0.0,0.320574,2,1
181020.0,332700.0,1.0,0.0,0.342324,2,3
181060.0,332700.0,1.0,0.0,0.374932,2,3
181100.0,332700.0,1.0,0.0,0.402094,2,3
181140.0,332700.0,1.0,0.0,0.429292,2,3
181180.0,332700.0,1.0,0.0,0.451037,2,1
181220.0,332700.0,1.0,0.0,0.489053,2,3
181260.0,332700.0,1.0,0.0,0.516255,2,3
181300.0,332700.0,1.0,0.0,0.548865,2,2
180540.0,332660.0,1.0,0.0,0.0,1,1
180580.0,332660.0,1.0,0.0,0.0264645,1,1
180620.0,332660.0,1.0,0.0,0.0537889,1,1
180660.0,332660.0,1.0,0.0,0.081222,1,1
180700.0,332660.0,1.0,0.0,0.113932,1,1
180740.0,332660.0,1.0,0.0,0.141086,1,1
180780.0,332660.0,1.0,0.0,0.179208,1,1
180820.0,332660.0,1.0,0.0,0.20637,1,1
180860.0,332660.0,1.0,0.0,0.244457,2,1
180900.0,332660.0,1.0,0.0,0.271622,2,2
180940.0,332660.0,1.0,0.0,0.298832,2,1
180980.0,332660.0,1.0,0.0,0.336851,2,1
181020.0,332660.0,1.0,0.0,0.364062,2,3
181060.0,332660.0,1.0,0.0,0.38581,2,3
181100.0,332660.0,1.0,0.0,0.418417,2,3
181140.0,332660.0,1.0,0.0,0.44558,2,3
181180.0,332660.0,1.0,0.0,0.472776,2,1
181220.0,332660.0,1.0,0.0,0.49452,2,3
181260.0,332660.0,1.0,0.0,0.532537,2,3
181300.0,332660.0,1.0,0.0,0.554284,2,2
180500.0,332620.0,1.0,0.0,0.0,1,1
180540.0,332620.0,1.0,0.0,0.0122243,1,1
180580.0,332620.0,1.0,0.0,0.0373395,1,1
180620.0,332620.0,1.0,0.0,0.0703468,1,1
180660.0,332620.0,1.0,0.0,0.0975136,1,1
180700.0,332620.0,1.0,0.0,0.124808,1,2
180740.0,332620.0,1.0,0.0,0.157461,1,2
180780.0,332620.0,1.0,0.0,0.184614,1,2
180820.0,332620.0,1.0,0.0,0.22271,1,2
180860.0,332620.0,1.0,0.0,0.249874,2,2
180900.0,332620.0,1.0,0.0,0.287949,2,3
180940.0,332620.0,1.0,0.0,0.315116,2,3
180980.0,332620.0,1.0,0.0,0.342321,2,3
181020.0,332620.0,1.0,0.0,0.380339,2,3
181060.0,332620.0,1.0,0.0,0.407547,2,3
181100.0,332620.0,1.0,0.0,0.429295,2,3
181140.0,332620.0,1.0,0.0,0.4619,2,1
181180.0,332620.0,1.0,0.0,0.489064,2,3
181220.0,332620.0,1.0,0.0,0.516258,2,3
181260.0,332620.0,1.0,0.0,0.538002,2,3
180460.0,332580.0,1.0,0.0,0.0,1,1
180500.0,332580.0,1.0,0.0,0.00135803,1,1
180540.0,332580.0,1.0,0.0,0.0316663,1,2
180580.0,332580.0,1.0,0.0,0.0593636,1,1
180620.0,332580.0,1.0,0.0,0.0812247,1,1
180660.0,332580.0,1.0,0.0,0.113932,1,1
180700.0,332580.0,1.0,0.0,0.141086,1,2
180740.0,332580.0,1.0,0.0,0.168336,1,2
180780.0,332580.0,1.0,0.0,0.200968,1,2
180820.0,332580.0,1.0,0.0,0.228123,2,2
180860.0,332580.0,1.0,0.0,0.266204,2,2
180900.0,332580.0,1.0,0.0,0.29337,2,3
180940.0,332580.0,1.0,0.0,0.331438,2,3
180980.0,332580.0,1.0,0.0,0.358606,2,3
181020.0,332580.0,1.0,0.0,0.385807,2,3
181060.0,332580.0,1.0,0.0,0.423826,2,3
181100.0,332580.0,1.0,0.0,0.451031,2,3
181140.0,332580.0,1.0,0.0,0.472778,2,1
181180.0,332580.0,1.0,0.0,0.505383,2,3
181220.0,332580.0,1.0,0.0,0.532548,2,3
181260.0,332580.0,1.0,0.0,0.554289,2,3
180420.0,332540.0,1.0,0.0,0.0,1,1
180460.0,332540.0,1.0,0.0,0.00135803,1,1
180500.0,332540.0,1.0,0.0,0.0264697,1,1
180540.0,332540.0,1.0,0.0,0.0484965,1,1
180580.0,332540.0,1.0,0.0,0.0756869,1,1
180620.0,332540.0,1.0,0.0,0.103027,1,1
180660.0,332540.0,1.0,0.0,0.12481,2,2
180700.0,332540.0,1.0,0.0,0.157461,2,2
180740.0,332540.0,1.0,0.0,0.184614,2,2
180780.0,332540.0,1.0,0.0,0.211843,2,2
180820.0,332540.0,1.0,0.0,0.244466,2,2
180860.0,332540.0,1.0,0.0,0.271622,2,2
180900.0,332540.0,1.0,0.0,0.309694,2,3
180940.0,332540.0,1.0,0.0,0.336861,2,3
180980.0,332540.0,1.0,0.0,0.374924,2,3
181020.0,332540.0,1.0,0.0,0.402094,2,1
181060.0,332540.0,1.0,0.0,0.429292,2,1
181100.0,332540.0,1.0,0.0,0.467311,2,3
181140.0,332540.0,1.0,0.0,0.494514,2,3
181180.0,332540.0,1.0,0.0,0.516261,2,3
181220.0,332540.0,1.0,0.0,0.548865,2,3
180380.0,332500.0,1.0,0.0,0.0,1,1
180420.0,332500.0,1.0,0.0,0.00135803,1,1
180460.0,332500.0,1.0,0.0,0.0264697,1,1
180500.0,332500.0,1.0,0.0,0.0484965,1,1
180540.0,332500.0,1.0,0.0,0.070355,1,1
180580.0,332500.0,1.0,0.0,0.0921598,1,1
180620.0,332500.0,1.0,0.0,0.119308,2,1
180660.0,332500.0,1.0,0.0,0.146576,2,2
180700.0,332500.0,1.0,0.0,0.168339,2,2
180740.0,332500.0,1.0,0.0,0.200968,2,2
180780.0,332500.0,1.0,0.0,0.228123,2,2
180820.0,332500.0,1.0,0.0,0.255341,2,2
180860.0,332500.0,1.0,0.0,0.287957,2,2
180900.0,332500.0,1.0,0.0,0.315116,2,3
180940.0,332500.0,1.0,0.0,0.353181,2,1
180980.0,332500.0,1.0,0.0,0.38035,2,1
181020.0,332500.0,1.0,0.0,0.418409,2,1
181060.0,332500.0,1.0,0.0,0.44558,2,3
181100.0,332500.0,1.0,0.0,0.472776,2,3
